ep,w,mean_delay,mean_energy,violation_rate,p95,alpha,H,c_loss
0,0.7308558067701578,12.00488871301436,0.057188952108762785,0.21794871794871795,35.28871436541152,nan,nan,nan
1,0.4545898672304828,10.281912507869183,0.04465230104326937,0.13793103448275862,38.367070262568035,nan,nan,nan
2,0.09092592982038039,9.48222074247359,0.07200132946184923,0.1827956989247312,24.238876699015805,nan,nan,nan
3,0.3949810681130538,8.79343147175957,0.04154199365592358,0.15306122448979592,29.39357431367473,nan,nan,nan
4,0.8044214253893696,8.104965381468759,0.07701610178429748,0.11904761904761904,31.855132510410908,0.30000001192092896,1.7878074645996094,0.04564875364303589
5,0.7841668388952904,8.500585350939806,0.051780599648856784,0.11764705882352941,24.63172197741745,0.30000001192092896,1.765735946893692,0.019490757212042808
6,0.5468735102987868,6.889910079472236,0.044702269252329105,0.14285714285714285,25.702338120795446,0.30000001192092896,1.7543312001228333,0.011190151027403773
7,0.390987564806491,10.085898775433789,0.04335649006357039,0.1839080459770115,38.04649455996186,0.30000001192092896,1.7065559709072113,0.0045409846608527
8,0.18267607630707183,9.646234401810826,0.0455154266108859,0.18181818181818182,29.422632226333153,0.30000001192092896,1.7125380408763886,0.0038659702823497354
9,0.7413584322683303,10.872231492624461,0.05561180591831798,0.17647058823529413,36.49782983977182,0.30000001192092896,1.7525248289108277,0.0026299851550720633
10,0.5805948250300117,13.384614703655107,0.054750469244307425,0.2261904761904762,45.64216813013986,0.30000001192092896,1.78918781042099,0.0042328090022783725
11,0.25839744045772106,13.200965709851213,0.028193740139808805,0.29310344827586204,42.024902673527556,0.30000001192092896,1.7601953220367432,0.004497949259821325
12,0.6515012300620571,5.797369351133048,0.060169958798741256,0.07246376811594203,25.2529906984626,0.30000001192092896,1.6713408887386323,0.0063922807155177
13,0.7026068017053457,11.127658412404903,0.0579931118604931,0.2112676056338028,35.57137488229486,0.30000001192092896,1.6319984936714171,0.00606468872865662
14,0.8523820123522584,4.140574132373705,0.04069614025319147,0.0449438202247191,17.986790760907514,0.30000001192092896,1.588284033536911,0.006198328724130988
15,0.891121524170242,4.821295571320851,0.03971288743607651,0.04938271604938271,18.214638210432405,0.30000001192092896,1.536188898086548,0.004343975787051022
16,0.1380265846566544,13.086562428794629,0.04537143197545839,0.26506024096385544,40.06444621960763,0.30000001192092896,1.5384906613826752,0.004902975857257843
17,0.3029986443755618,12.544950387784976,0.04705432000017158,0.2465753424657534,38.173081142345545,0.30000001192092896,1.5597443079948425,0.0057883894932456315
