mean_smooth std_smooth
777.43775 0.00000
484.84196 0.00000
406.83260 0.00000
609.15631 0.00000
778.23471 0.00000
808.32257 0.00000
798.67546 0.00000
903.64643 0.00000
694.55254 0.00000
444.64071 0.00000
307.65913 0.00000
330.43351 0.00000
353.50003 0.00000
349.24083 0.00000
345.56302 0.00000
358.28218 0.00000
344.79387 0.00000
522.10461 0.00000
520.88202 0.00000
520.42999 0.00000
495.62192 0.00000
505.98210 0.00000
231.49020 0.00000
334.16613 0.00000
343.13767 0.00000
448.92496 0.00000
448.35748 0.00000
594.67442 0.00000
816.85859 0.00000
1000.32670 0.00000
889.45902 0.00000
905.54977 0.00000
784.38832 0.00000
447.89923 0.00000
259.48036 0.00000
228.10425 0.00000
177.02916 0.00000
358.47332 0.00000
358.79252 0.00000
548.94969 0.00000
651.68593 0.00000
782.53971 0.00000
551.48215 0.00000
565.31861 0.00000
338.13537 0.00000
274.25397 0.00000
400.55852 0.00000
520.51136 0.00000
584.61316 0.00000
618.89598 0.00000
684.07474 0.00000
510.34111 0.00000
676.43371 0.00000
695.15162 0.00000
657.00609 0.00000
597.37014 0.00000
522.90885 0.00000
271.14430 0.00000
187.59837 0.00000
258.71440 0.00000
735.91675 0.00000
740.16162 0.00000
780.52774 0.00000
840.54331 0.00000
1205.11216 0.00000
756.87260 0.00000
769.60855 0.00000
869.03639 0.00000
853.40849 0.00000
435.39879 0.00000
411.04451 0.00000
495.08352 0.00000
532.94630 0.00000
525.85486 0.00000
531.24432 0.00000
578.00935 0.00000
514.99969 0.00000
412.24905 0.00000
441.90687 0.00000
723.94368 0.00000
1071.68302 0.00000
1199.03053 0.00000
1067.83070 0.00000
1135.39137 0.00000
1030.45519 0.00000
624.59728 0.00000
467.45725 0.00000
633.62086 0.00000
534.60145 0.00000
428.60591 0.00000
452.28600 0.00000
453.79715 0.00000
347.10279 0.00000
522.61488 0.00000
825.43824 0.00000
878.31063 0.00000
996.48745 0.00000
940.66985 0.00000
1034.23237 0.00000
743.04134 0.00000
