106.40825 2.30460
93.43389 2.38273
76.16724 2.47675
65.36882 2.76653
59.14694 2.89628
47.64786 3.18619
42.71869 3.36224
37.62495 3.53083
33.75495 3.64750
31.66855 3.80029
30.02184 3.91246
29.16632 3.91678
28.45061 3.92698
28.16755 3.93582
28.02130 3.92938
27.93460 3.96395
28.15806 3.95287
28.10485 3.98469
28.29694 4.00837
28.33836 4.02601
28.32541 4.04932
