mean_smooth std_smooth
240.24939 0.00000
216.42673 0.00000
269.58740 0.00000
300.97845 0.00000
298.75127 0.00000
314.28169 0.00000
321.55727 0.00000
305.11909 0.00000
283.12850 0.00000
281.20731 0.00000
288.96525 0.00000
285.93357 0.00000
294.89954 0.00000
284.53125 0.00000
267.10745 0.00000
260.22871 0.00000
295.16528 0.00000
314.90315 0.00000
315.96524 0.00000
337.05608 0.00000
355.79692 0.00000
336.49520 0.00000
294.29002 0.00000
270.44854 0.00000
277.59063 0.00000
241.98046 0.00000
250.79618 0.00000
223.88988 0.00000
257.49950 0.00000
283.84573 0.00000
278.65837 0.00000
275.68652 0.00000
315.79622 0.00000
318.86579 0.00000
267.70606 0.00000
249.77663 0.00000
234.18213 0.00000
215.20416 0.00000
198.85672 0.00000
229.22462 0.00000
241.88507 0.00000
247.88135 0.00000
250.48813 0.00000
263.50381 0.00000
230.91346 0.00000
233.35609 0.00000
245.16048 0.00000
234.57505 0.00000
223.32438 0.00000
234.19156 0.00000
247.63560 0.00000
246.07971 0.00000
276.65074 0.00000
279.01063 0.00000
289.25398 0.00000
297.81633 0.00000
274.17690 0.00000
254.04140 0.00000
268.39756 0.00000
286.32046 0.00000
245.25788 0.00000
256.97423 0.00000
264.62346 0.00000
254.69386 0.00000
241.36944 0.00000
259.43176 0.00000
260.18009 0.00000
304.67294 0.00000
283.13653 0.00000
254.95669 0.00000
266.58467 0.00000
289.10480 0.00000
250.44144 0.00000
289.15616 0.00000
301.52002 0.00000
307.00170 0.00000
278.35399 0.00000
264.83220 0.00000
239.53143 0.00000
217.06595 0.00000
244.36591 0.00000
237.78559 0.00000
228.01568 0.00000
273.55008 0.00000
287.88605 0.00000
261.26915 0.00000
262.33183 0.00000
307.00519 0.00000
277.71489 0.00000
278.07415 0.00000
293.23730 0.00000
274.22088 0.00000
236.08325 0.00000
255.75055 0.00000
249.38007 0.00000
242.41513 0.00000
292.95946 0.00000
290.35311 0.00000
263.96111 0.00000
281.39038 0.00000
