mean_smooth std_smooth
137.68978 0.00000
178.87643 0.00000
222.60112 0.00000
252.64780 0.00000
257.56498 0.00000
297.77589 0.00000
311.22090 0.00000
309.16313 0.00000
277.30543 0.00000
276.82471 0.00000
254.40613 0.00000
239.58526 0.00000
245.35494 0.00000
249.63393 0.00000
236.43385 0.00000
256.85065 0.00000
297.40921 0.00000
321.03751 0.00000
327.27295 0.00000
347.73670 0.00000
372.52043 0.00000
347.75655 0.00000
310.70485 0.00000
284.89128 0.00000
292.08536 0.00000
274.12450 0.00000
272.03103 0.00000
230.17056 0.00000
264.57274 0.00000
289.90858 0.00000
262.41267 0.00000
275.88521 0.00000
309.08645 0.00000
322.69060 0.00000
269.00567 0.00000
244.92323 0.00000
227.34990 0.00000
229.48483 0.00000
207.49130 0.00000
247.07659 0.00000
264.97259 0.00000
263.16270 0.00000
261.04227 0.00000
277.24925 0.00000
246.78445 0.00000
265.26795 0.00000
278.20270 0.00000
271.37252 0.00000
255.59053 0.00000
258.97257 0.00000
269.09237 0.00000
270.76131 0.00000
290.73648 0.00000
287.19024 0.00000
300.01191 0.00000
294.12609 0.00000
270.50478 0.00000
253.76347 0.00000
267.70274 0.00000
282.54851 0.00000
242.04689 0.00000
258.29495 0.00000
272.17452 0.00000
262.79305 0.00000
259.93313 0.00000
280.66519 0.00000
289.56625 0.00000
329.08049 0.00000
310.22551 0.00000
268.49911 0.00000
278.43808 0.00000
280.66956 0.00000
272.57352 0.00000
301.78522 0.00000
315.95760 0.00000
321.95155 0.00000
302.00665 0.00000
260.02938 0.00000
249.29890 0.00000
224.15127 0.00000
250.29739 0.00000
242.75117 0.00000
225.10743 0.00000
263.35421 0.00000
276.95974 0.00000
254.41524 0.00000
280.56701 0.00000
329.61939 0.00000
304.47747 0.00000
314.55540 0.00000
328.39947 0.00000
285.37534 0.00000
256.44411 0.00000
267.77206 0.00000
256.76429 0.00000
241.97634 0.00000
288.43958 0.00000
278.87940 0.00000
257.01091 0.00000
276.55206 0.00000
