mean_smooth std_smooth
27.96341 0.00000
133.80656 0.00000
209.03501 0.00000
264.03566 0.00000
272.06239 0.00000
334.03005 0.00000
349.28837 0.00000
328.85052 0.00000
291.22291 0.00000
287.48011 0.00000
295.85791 0.00000
276.85257 0.00000
292.11991 0.00000
292.67125 0.00000
281.91912 0.00000
277.63984 0.00000
310.82475 0.00000
338.35673 0.00000
345.22891 0.00000
362.19410 0.00000
379.75522 0.00000
367.45444 0.00000
325.67201 0.00000
288.05139 0.00000
293.82289 0.00000
283.15598 0.00000
285.91958 0.00000
245.94973 0.00000
300.38230 0.00000
322.38760 0.00000
283.93388 0.00000
287.35316 0.00000
314.57962 0.00000
312.85615 0.00000
270.07689 0.00000
255.30354 0.00000
238.97470 0.00000
244.94571 0.00000
219.20179 0.00000
252.91628 0.00000
260.35862 0.00000
274.56345 0.00000
268.43561 0.00000
300.57120 0.00000
293.05521 0.00000
313.82281 0.00000
310.23138 0.00000
451.98070 0.00000
423.52007 0.00000
405.97014 0.00000
404.53471 0.00000
531.82601 0.00000
422.71071 0.00000
433.76933 0.00000
432.39492 0.00000
440.17709 0.00000
300.41933 0.00000
266.73108 0.00000
269.44852 0.00000
297.98945 0.00000
258.99735 0.00000
263.84155 0.00000
278.58968 0.00000
268.42675 0.00000
254.65904 0.00000
273.52967 0.00000
304.53774 0.00000
341.87666 0.00000
323.90294 0.00000
290.33984 0.00000
303.50254 0.00000
305.99265 0.00000
296.68691 0.00000
330.95053 0.00000
342.17377 0.00000
343.89523 0.00000
302.94673 0.00000
264.15733 0.00000
245.96972 0.00000
226.11408 0.00000
255.35769 0.00000
247.72187 0.00000
232.63283 0.00000
276.55176 0.00000
291.10987 0.00000
269.53073 0.00000
282.99389 0.00000
328.20104 0.00000
297.61677 0.00000
314.28923 0.00000
325.98617 0.00000
303.73566 0.00000
274.88528 0.00000
266.27242 0.00000
247.22460 0.00000
236.57813 0.00000
274.32650 0.00000
269.83112 0.00000
267.92795 0.00000
299.48214 0.00000
