ep,w,mean_delay,mean_energy,violation_rate,p95,alpha,H,c_loss
0,0.7308558067701578,27.144763554496542,0.019252751712655405,0.5,74.53074191341071,nan,nan,nan
1,0.4545898672304828,18.452420228292464,0.023808244828164182,0.36363636363636365,50.28472127765797,nan,nan,nan
2,0.09092592982038039,11.30000415911402,0.0036618205446599245,0.18181818181818182,48.54385664654635,nan,nan,nan
3,0.3949810681130538,7.534177125886941,0.016177222524211336,0.19444444444444445,31.4728784335988,nan,nan,nan
4,0.8044214253893696,14.051757114732986,0.0054816792140630856,0.24242424242424243,39.207288181977304,0.05001499876379967,0.09086044877767563,0.09823285043239594
5,0.7841668388952904,16.81868121867591,0.011202672173736446,0.35135135135135137,59.31855204220504,0.050583851747214796,0.3039239835739136,0.04439936100505292
6,0.5468735102987868,15.342981702350075,0.01445677393642373,0.2765957446808511,60.238830909432,0.05129430335015059,0.47362202376127244,0.04029229239560664
7,0.390987564806491,13.781790978173253,0.008905518364244972,0.24242424242424243,52.010615870953956,0.051131897531449796,0.5313794752955436,0.04081224320922047
8,0.18267607630707183,6.104328417828758,0.011546557339959337,0.13157894736842105,22.31539952764523,0.051088108159601686,0.47384159684181215,0.03258425190113485
9,0.7413584322683303,18.546591084182918,0.017064069978218604,0.3076923076923077,62.15820868149026,0.051664518527686595,0.43288121312856676,0.02674180168658495
10,0.5805948250300117,14.171368658425681,0.025296654747401396,0.2777777777777778,34.92481327606177,0.05276286713778973,0.4130358850955963,0.030242910226806998
11,0.25839744045772106,12.341779515151691,0.04274315500717349,0.22033898305084745,42.05838735201919,0.05429461058229208,0.38539044350385665,0.025154143879190086
12,0.6515012300620571,14.539199466876594,0.06032459258404457,0.2878787878787879,44.81854611202503,0.05627672545611859,0.35657988727092743,0.023233849108219146
13,0.7026068017053457,17.23619046836937,0.01646861557839228,0.3333333333333333,52.30089062734469,0.05867330957204103,0.33789194852113724,0.024752783458679914
14,0.8523820123522584,11.044795447768916,0.029923114796249685,0.18292682926829268,48.4036942588303,0.06123757619410753,0.3224412199854851,0.0256741601228714
15,0.891121524170242,9.40218983931172,0.014650956983954964,0.21428571428571427,29.359627205663575,0.06405405260622501,0.3064980585873127,0.02460301178507507
16,0.1380265846566544,10.64990736445321,0.012516486578322756,0.17857142857142858,34.72211264389445,0.06697083115577698,0.30128550201654436,0.02694801189005375
17,0.3029986443755618,14.846368239927711,0.025039742575822657,0.3191489361702128,47.47587525651724,0.06994256809353828,0.30343237578868865,0.030519829504191874
18,0.9450662508138998,9.468971386095777,0.06496960534755025,0.13095238095238096,45.25670270867777,0.0727824528515339,0.31907601565122606,0.03263752514496446
19,0.06434344449547491,18.37894756617131,0.011520714245182993,0.3333333333333333,55.78559477347833,0.07564883053302765,0.3038486121594906,0.030591657618060708
20,0.839239241317355,16.61221148492761,0.031226804738839438,0.29508196721311475,47.964554375384864,0.07875780634582043,0.3044976060092449,0.03538308015093208
21,0.360635301063272,12.219327690532161,0.012048999148576331,0.2222222222222222,46.27277577110749,0.08184177175164223,0.31469216719269755,0.029977250667288898
22,0.6095942156921805,19.505014671025116,0.017154657433372578,0.39655172413793105,61.15236246440501,0.08494700700044631,0.3219778698682785,0.033317105919122694
